,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Date_formatted,season,season_name,Hour,time_of_day,Month,Day,rating_label,Cummulative_Sales
527,339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.99,125.71,1/13/2019,14:55:00,Ewallet,119.72,4.76,5.99,6.7,2019-01-13,1,Winter,14,Noon,1,13,Moderate,40357.65000000002
75,732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,20.82,437.32,1/13/2019,17:04:00,Credit card,416.5,4.76,20.82,5.4,2019-01-13,1,Winter,17,Evening,1,13,Low,40794.97000000002
927,397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,17.83,374.41,1/13/2019,17:54:00,Credit card,356.58,4.76,17.83,6.8,2019-01-13,1,Winter,17,Evening,1,13,Moderate,41169.38000000003
195,556-86-3144,C,Naypyitaw,Member,Female,Fashion accessories,74.29,1,3.71,78.0,1/13/2019,19:30:00,Cash,74.29,4.76,3.71,5.0,2019-01-13,1,Winter,19,Evening,1,13,Very low,41247.38000000003
432,459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.04,147.8,1/13/2019,19:14:00,Ewallet,140.76,4.76,7.04,6.4,2019-01-13,1,Winter,19,Evening,1,13,Low,41395.18000000003
573,355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.39,2,7.24,152.02,1/13/2019,19:55:00,Credit card,144.78,4.76,7.24,8.1,2019-01-13,1,Winter,19,Evening,1,13,High,41547.200000000026
616,327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,1/13/2019,19:51:00,Cash,435.6,4.76,21.78,6.9,2019-01-13,1,Winter,19,Evening,1,13,Moderate,42004.58000000002
202,426-39-2418,C,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,21.49,451.36,1/14/2019,10:02:00,Cash,429.87,4.76,21.49,9.8,2019-01-14,1,Winter,10,Morning,1,14,Very High,42455.940000000024
681,320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81,1,1.74,36.55,1/14/2019,10:11:00,Credit card,34.81,4.76,1.74,7.0,2019-01-14,1,Winter,10,Morning,1,14,Moderate,42492.49000000003
788,704-10-4056,C,Naypyitaw,Member,Male,Health and beauty,60.47,3,9.07,190.48,1/14/2019,10:55:00,Credit card,181.41,4.76,9.07,5.6,2019-01-14,1,Winter,10,Morning,1,14,Low,42682.97000000003
808,559-61-5987,B,Mandalay,Normal,Female,Health and beauty,17.75,1,0.89,18.64,1/14/2019,10:38:00,Cash,17.75,4.76,0.89,8.6,2019-01-14,1,Winter,10,Morning,1,14,High,42701.61000000003
375,667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.18,507.68,1/14/2019,12:52:00,Ewallet,483.5,4.76,24.18,7.0,2019-01-14,1,Winter,12,Morning,1,14,Moderate,43209.29000000003
382,868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.92,523.37,1/14/2019,12:09:00,Cash,498.45,4.76,24.92,9.9,2019-01-14,1,Winter,12,Morning,1,14,Very High,43732.66000000003
577,592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.35,133.43,1/14/2019,14:43:00,Ewallet,127.08,4.76,6.35,6.2,2019-01-14,1,Winter,14,Noon,1,14,Low,43866.09000000003
900,377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.18,423.74,1/14/2019,14:00:00,Credit card,403.56,4.76,20.18,7.5,2019-01-14,1,Winter,14,Noon,1,14,Moderate,44289.83000000003
741,451-73-2711,C,Naypyitaw,Normal,Male,Food and beverages,84.83,1,4.24,89.07,1/14/2019,15:20:00,Ewallet,84.83,4.76,4.24,8.8,2019-01-14,1,Winter,15,Noon,1,14,Very High,44378.90000000003
852,658-66-3967,C,Naypyitaw,Normal,Male,Health and beauty,53.19,7,18.62,390.95,1/14/2019,15:42:00,Ewallet,372.33,4.76,18.62,5.0,2019-01-14,1,Winter,15,Noon,1,14,Very low,44769.85000000003
583,359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.08,4,3.62,75.94,1/14/2019,18:03:00,Credit card,72.32,4.76,3.62,9.5,2019-01-14,1,Winter,18,Evening,1,14,Very High,44845.79000000003
249,785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,25.57,536.99,1/14/2019,19:06:00,Credit card,511.42,4.76,25.57,4.2,2019-01-14,1,Winter,19,Evening,1,14,Very low,45382.78000000003
670,588-47-8641,A,Yangon,Member,Male,Fashion accessories,56.04,10,28.02,588.42,1/14/2019,19:30:00,Ewallet,560.4,4.76,28.02,4.4,2019-01-14,1,Winter,19,Evening,1,14,Very low,45971.200000000026
444,301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.68,140.38,1/15/2019,10:43:00,Cash,133.7,4.76,6.68,9.7,2019-01-15,1,Winter,10,Morning,1,15,Very High,46111.58000000002
632,589-02-8023,A,Yangon,Member,Male,Food and beverages,83.77,2,8.38,175.92,1/15/2019,10:54:00,Credit card,167.54,4.76,8.38,7.0,2019-01-15,1,Winter,10,Morning,1,15,Moderate,46287.50000000002
191,437-58-8131,B,Mandalay,Normal,Female,Fashion accessories,73.52,2,7.35,154.39,1/15/2019,13:41:00,Ewallet,147.04,4.76,7.35,4.6,2019-01-15,1,Winter,13,Noon,1,15,Very low,46441.89000000002
792,744-16-7898,B,Mandalay,Normal,Female,Home and lifestyle,97.37,10,48.68,1022.38,1/15/2019,13:48:00,Credit card,973.7,4.76,48.68,4.9,2019-01-15,1,Winter,13,Noon,1,15,Very low,47464.27000000002
442,138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.14,843.03,1/15/2019,15:42:00,Credit card,802.89,4.76,40.14,6.5,2019-01-15,1,Winter,15,Noon,1,15,Moderate,48307.30000000002
635,188-55-0967,B,Mandalay,Member,Male,Health and beauty,66.47,10,33.24,697.94,1/15/2019,15:01:00,Credit card,664.7,4.76,33.24,5.0,2019-01-15,1,Winter,15,Noon,1,15,Very low,49005.24000000002
838,660-29-7083,C,Naypyitaw,Normal,Male,Electronic accessories,55.87,10,27.94,586.64,1/15/2019,15:01:00,Cash,558.7,4.76,27.94,5.8,2019-01-15,1,Winter,15,Noon,1,15,Low,49591.88000000002
15,299-46-1805,B,Mandalay,Member,Female,Sports and travel,93.72,6,28.12,590.44,1/15/2019,16:19:00,Cash,562.32,4.76,28.12,4.5,2019-01-15,1,Winter,16,Noon,1,15,Very low,50182.32000000002
37,272-65-1806,A,Yangon,Normal,Female,Electronic accessories,60.88,9,27.4,575.32,1/15/2019,17:17:00,Ewallet,547.92,4.76,27.4,4.7,2019-01-15,1,Winter,17,Evening,1,15,Very low,50757.64000000002
769,886-54-6089,A,Yangon,Normal,Female,Home and lifestyle,11.43,6,3.43,72.01,1/15/2019,17:24:00,Cash,68.58,4.76,3.43,7.7,2019-01-15,1,Winter,17,Evening,1,15,High,50829.65000000002
650,369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66,5,18.92,397.22,1/15/2019,18:22:00,Ewallet,378.3,4.76,18.92,7.8,2019-01-15,1,Winter,18,Evening,1,15,High,51226.870000000024
440,450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,19:25:00,Cash,87.2,4.76,4.36,8.1,2019-01-15,1,Winter,19,Evening,1,15,High,51318.43000000002
749,314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23,7,28.43,597.04,1/15/2019,20:44:00,Cash,568.61,4.76,28.43,9.0,2019-01-15,1,Winter,20,Evening,1,15,Very High,51915.47000000002
661,842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,17.14,7,6.0,125.98,1/16/2019,12:07:00,Credit card,119.98,4.76,6.0,7.9,2019-01-16,1,Winter,12,Morning,1,16,High,52041.450000000026
166,234-65-2137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,1/16/2019,13:32:00,Cash,955.8,4.76,47.79,4.8,2019-01-16,1,Winter,13,Noon,1,16,Very low,53045.04000000002
694,372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.6,9,23.67,497.07,1/16/2019,14:42:00,Cash,473.4,4.76,23.67,7.6,2019-01-16,1,Winter,14,Noon,1,16,High,53542.11000000002
117,659-65-8956,B,Mandalay,Member,Male,Fashion accessories,51.36,1,2.57,53.93,1/16/2019,15:26:00,Ewallet,51.36,4.76,2.57,5.2,2019-01-16,1,Winter,15,Noon,1,16,Very low,53596.04000000002
648,859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,15.49,2,1.55,32.53,1/16/2019,15:10:00,Cash,30.98,4.76,1.55,6.3,2019-01-16,1,Winter,15,Noon,1,16,Low,53628.57000000002
687,648-83-1321,A,Yangon,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,1/16/2019,17:59:00,Cash,635.6,4.76,31.78,4.3,2019-01-16,1,Winter,17,Evening,1,16,Very low,54295.95000000002
211,677-11-0152,C,Naypyitaw,Normal,Female,Food and beverages,93.26,9,41.97,881.31,1/16/2019,18:08:00,Cash,839.34,4.76,41.97,8.8,2019-01-16,1,Winter,18,Evening,1,16,Very High,55177.26000000002
510,347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.76,666.94,1/16/2019,18:03:00,Credit card,635.18,4.76,31.76,6.2,2019-01-16,1,Winter,18,Evening,1,16,Low,55844.20000000002
806,618-34-8551,A,Yangon,Normal,Female,Sports and travel,93.18,2,9.32,195.68,1/16/2019,18:41:00,Credit card,186.36,4.76,9.32,8.5,2019-01-16,1,Winter,18,Evening,1,16,High,56039.88000000002
526,286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.84,164.68,1/16/2019,20:03:00,Credit card,156.84,4.76,7.84,9.0,2019-01-16,1,Winter,20,Evening,1,16,Very High,56204.56000000002
609,349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.89,2,5.79,121.57,1/17/2019,10:37:00,Ewallet,115.78,4.76,5.79,8.9,2019-01-17,1,Winter,10,Morning,1,17,Very High,56326.13000000002
669,679-22-6530,B,Mandalay,Normal,Female,Sports and travel,40.62,2,4.06,85.3,1/17/2019,10:01:00,Credit card,81.24,4.76,4.06,4.1,2019-01-17,1,Winter,10,Morning,1,17,Very low,56411.43000000002
324,746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.46,135.58,1/17/2019,12:48:00,Credit card,129.12,4.76,6.46,9.4,2019-01-17,1,Winter,12,Morning,1,17,Very High,56547.010000000024
867,101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.28,131.92,1/17/2019,12:36:00,Ewallet,125.64,4.76,6.28,4.9,2019-01-17,1,Winter,12,Morning,1,17,Very low,56678.93000000002
565,698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.6,852.7,1/17/2019,13:01:00,Credit card,812.1,4.76,40.6,6.3,2019-01-17,1,Winter,13,Noon,1,17,Low,57531.63000000002
519,600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,1/17/2019,15:05:00,Credit card,359.6,4.76,17.98,4.3,2019-01-17,1,Winter,15,Noon,1,17,Very low,57909.21000000002
622,670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.11,695.24,1/17/2019,15:27:00,Credit card,662.13,4.76,33.11,4.9,2019-01-17,1,Winter,15,Noon,1,17,Very low,58604.45000000002
789,497-37-6538,A,Yangon,Normal,Male,Sports and travel,58.91,7,20.62,432.99,1/17/2019,15:15:00,Ewallet,412.37,4.76,20.62,9.7,2019-01-17,1,Winter,15,Noon,1,17,Very High,59037.44000000002
774,200-16-5952,C,Naypyitaw,Member,Male,Food and beverages,65.65,2,6.56,137.86,1/17/2019,16:46:00,Cash,131.3,4.76,6.56,6.0,2019-01-17,1,Winter,16,Noon,1,17,Low,59175.30000000002
709,445-30-9252,A,Yangon,Normal,Male,Sports and travel,25.7,3,3.86,80.96,1/17/2019,17:59:00,Ewallet,77.1,4.76,3.86,6.1,2019-01-17,1,Winter,17,Evening,1,17,Low,59256.26000000002
40,280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.34,91.06,1/17/2019,18:45:00,Ewallet,86.72,4.76,4.34,7.9,2019-01-17,1,Winter,18,Evening,1,17,High,59347.320000000014
657,562-12-5430,A,Yangon,Member,Female,Fashion accessories,88.15,3,13.22,277.67,1/18/2019,10:11:00,Ewallet,264.45,4.76,13.22,7.9,2019-01-18,1,Winter,10,Morning,1,18,High,59624.99000000001
174,414-12-7047,B,Mandalay,Normal,Male,Food and beverages,19.79,8,7.92,166.24,1/18/2019,12:04:00,Ewallet,158.32,4.76,7.92,8.7,2019-01-18,1,Winter,12,Morning,1,18,High,59791.23000000001
321,622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.97,41.39,1/18/2019,15:08:00,Cash,39.42,4.76,1.97,8.4,2019-01-18,1,Winter,15,Noon,1,18,High,59832.62000000001
719,821-14-9046,B,Mandalay,Member,Female,Fashion accessories,17.48,6,5.24,110.12,1/18/2019,15:04:00,Credit card,104.88,4.76,5.24,6.1,2019-01-18,1,Winter,15,Noon,1,18,Low,59942.74000000001
721,678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.78,856.45,1/18/2019,15:28:00,Cash,815.67,4.76,40.78,5.1,2019-01-18,1,Winter,15,Noon,1,18,Very low,60799.19000000001
896,781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.26,446.44,1/18/2019,16:23:00,Ewallet,425.18,4.76,21.26,5.0,2019-01-18,1,Winter,16,Noon,1,18,Very low,61245.63000000001
873,166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,26.72,561.08,1/18/2019,17:26:00,Cash,534.36,4.76,26.72,9.9,2019-01-18,1,Winter,17,Evening,1,18,Very High,61806.710000000014
645,706-36-6154,A,Yangon,Member,Male,Home and lifestyle,19.36,9,8.71,182.95,1/18/2019,18:43:00,Ewallet,174.24,4.76,8.71,8.7,2019-01-18,1,Winter,18,Evening,1,18,High,61989.66000000001
136,700-81-1757,A,Yangon,Normal,Female,Electronic accessories,26.31,5,6.58,138.13,1/18/2019,20:59:00,Credit card,131.55,4.76,6.58,8.8,2019-01-18,1,Winter,20,Evening,1,18,Very High,62127.79000000001
299,779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.43,93.04,1/19/2019,10:21:00,Cash,88.61,4.76,4.43,7.7,2019-01-19,1,Winter,10,Morning,1,19,High,62220.83000000001
879,761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,1/19/2019,10:17:00,Ewallet,96.8,4.76,4.84,8.6,2019-01-19,1,Winter,10,Morning,1,19,High,62322.47000000001
911,151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.23,235.75,1/19/2019,11:43:00,Ewallet,224.52,4.76,11.23,8.6,2019-01-19,1,Winter,11,Morning,1,19,High,62558.22000000001
717,482-17-1179,A,Yangon,Member,Male,Electronic accessories,11.94,3,1.79,37.61,1/19/2019,12:47:00,Credit card,35.82,4.76,1.79,8.1,2019-01-19,1,Winter,12,Morning,1,19,High,62595.83000000001
980,728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.92,250.28,1/19/2019,12:46:00,Cash,238.36,4.76,11.92,9.8,2019-01-19,1,Winter,12,Morning,1,19,Very High,62846.11000000001
849,125-45-2293,A,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,1/19/2019,13:11:00,Cash,594.6,4.76,29.73,4.2,2019-01-19,1,Winter,13,Noon,1,19,Very low,63470.44000000001
630,149-61-1929,A,Yangon,Normal,Male,Sports and travel,64.19,10,32.1,674.0,1/19/2019,14:08:00,Credit card,641.9,4.76,32.1,6.7,2019-01-19,1,Winter,14,Noon,1,19,Moderate,64144.44000000001
405,882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.45,282.49,1/19/2019,15:28:00,Credit card,269.04,4.76,13.45,8.0,2019-01-19,1,Winter,15,Noon,1,19,High,64426.93000000001
584,375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06,3,9.46,198.64,1/19/2019,15:58:00,Ewallet,189.18,4.76,9.46,7.0,2019-01-19,1,Winter,15,Noon,1,19,Moderate,64625.57000000001
168,796-32-9050,A,Yangon,Normal,Male,Food and beverages,51.28,6,15.38,323.06,1/19/2019,16:31:00,Cash,307.68,4.76,15.38,6.5,2019-01-19,1,Winter,16,Noon,1,19,Moderate,64948.630000000005
613,284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.05,84.98,1/19/2019,16:08:00,Credit card,80.93,4.76,4.05,9.0,2019-01-19,1,Winter,16,Noon,1,19,Very High,65033.61000000001
173,608-27-6295,B,Mandalay,Member,Male,Electronic accessories,52.89,6,15.87,333.21,1/19/2019,17:34:00,Credit card,317.34,4.76,15.87,9.8,2019-01-19,1,Winter,17,Evening,1,19,Very High,65366.82000000001
160,894-41-5205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.27,362.71,1/19/2019,19:39:00,Credit card,345.44,4.76,17.27,8.3,2019-01-19,1,Winter,19,Evening,1,19,High,65729.53000000001
942,809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,1/19/2019,19:30:00,Ewallet,456.8,4.76,22.84,5.7,2019-01-19,1,Winter,19,Evening,1,19,Low,66209.17000000001
113,645-44-1170,A,Yangon,Member,Male,Home and lifestyle,58.07,9,26.13,548.76,1/19/2019,20:07:00,Ewallet,522.63,4.76,26.13,4.3,2019-01-19,1,Winter,20,Evening,1,19,Very low,66757.93000000001
817,832-51-6761,A,Yangon,Normal,Male,Food and beverages,33.88,8,13.55,284.59,1/19/2019,20:29:00,Ewallet,271.04,4.76,13.55,9.6,2019-01-19,1,Winter,20,Evening,1,19,Very High,67042.52
347,725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,1/20/2019,10:13:00,Cash,714.0,4.76,35.7,4.7,2019-01-20,1,Winter,10,Morning,1,20,Very low,67792.22
933,458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.43,470.99,1/20/2019,12:27:00,Ewallet,448.56,4.76,22.43,7.6,2019-01-20,1,Winter,12,Morning,1,20,High,68263.21
555,356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.62,118.06,1/20/2019,13:45:00,Credit card,112.44,4.76,5.62,7.7,2019-01-20,1,Winter,13,Noon,1,20,High,68381.27
58,817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.35,10,36.17,759.68,1/20/2019,15:55:00,Cash,723.5,4.76,36.17,5.4,2019-01-20,1,Winter,15,Noon,1,20,Low,69140.95
764,787-87-2010,A,Yangon,Member,Male,Health and beauty,55.5,4,11.1,233.1,1/20/2019,15:48:00,Credit card,222.0,4.76,11.1,6.6,2019-01-20,1,Winter,15,Noon,1,20,Moderate,69374.05
436,257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.59,348.31,1/20/2019,16:51:00,Ewallet,331.72,4.76,16.59,9.6,2019-01-20,1,Winter,16,Noon,1,20,Very High,69722.36
762,410-67-1709,A,Yangon,Member,Female,Fashion accessories,63.88,8,25.55,536.59,1/20/2019,17:48:00,Ewallet,511.04,4.76,25.55,9.9,2019-01-20,1,Winter,17,Evening,1,20,Very High,70258.95
235,645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,9.31,195.59,1/20/2019,18:09:00,Ewallet,186.28,4.76,9.31,4.1,2019-01-20,1,Winter,18,Evening,1,20,Very low,70454.54
119,378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,5.34,112.22,1/20/2019,20:38:00,Ewallet,106.88,4.76,5.34,4.1,2019-01-20,1,Winter,20,Evening,1,20,Very low,70566.76
708,760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.25,131.21,1/20/2019,20:37:00,Ewallet,124.96,4.76,6.25,9.1,2019-01-20,1,Winter,20,Evening,1,20,Very High,70697.97
293,316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.64,76.36,1/21/2019,10:00:00,Cash,72.72,4.76,3.64,7.1,2019-01-21,1,Winter,10,Morning,1,21,Moderate,70774.33
80,870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,29.76,624.9,1/21/2019,14:42:00,Credit card,595.14,4.76,29.76,5.5,2019-01-21,1,Winter,14,Noon,1,21,Low,71399.23
144,239-10-7476,A,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.38,491.08,1/21/2019,16:37:00,Ewallet,467.7,4.76,23.38,8.0,2019-01-21,1,Winter,16,Noon,1,21,High,71890.31
363,462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.97,461.29,1/21/2019,17:44:00,Cash,439.32,4.76,21.97,7.2,2019-01-21,1,Winter,17,Evening,1,21,Moderate,72351.59999999999
498,401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.91,103.04,1/21/2019,17:36:00,Cash,98.13,4.76,4.91,8.9,2019-01-21,1,Winter,17,Evening,1,21,Very High,72454.63999999998
18,329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.67,3,8.2,172.21,1/21/2019,18:00:00,Credit card,164.01,4.76,8.2,8.6,2019-01-21,1,Winter,18,Evening,1,21,High,72626.84999999999
426,269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.61,390.8,1/21/2019,18:01:00,Cash,372.19,4.76,18.61,8.9,2019-01-21,1,Winter,18,Evening,1,21,Very High,73017.65
707,162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.45,72.43,1/21/2019,20:13:00,Cash,68.98,4.76,3.45,4.8,2019-01-21,1,Winter,20,Evening,1,21,Very low,73090.07999999999
74,287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6,705.63,1/22/2019,10:55:00,Ewallet,672.03,4.76,33.6,9.4,2019-01-22,1,Winter,10,Morning,1,22,Very High,73795.70999999999
417,186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.08,85.59,1/22/2019,10:57:00,Ewallet,81.51,4.76,4.08,9.2,2019-01-22,1,Winter,10,Morning,1,22,Very High,73881.29999999999
540,460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.6,96.64,1/22/2019,11:00:00,Ewallet,92.04,4.76,4.6,9.1,2019-01-22,1,Winter,11,Morning,1,22,Very High,73977.93999999999
651,563-47-4072,B,Mandalay,Normal,Female,Health and beauty,55.81,6,16.74,351.6,1/22/2019,11:52:00,Cash,334.86,4.76,16.74,9.9,2019-01-22,1,Winter,11,Morning,1,22,Very High,74329.54
79,756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,5.1,107.0,1/22/2019,18:56:00,Cash,101.9,4.76,5.1,6.0,2019-01-22,1,Winter,18,Evening,1,22,Low,74436.54
775,120-54-2248,B,Mandalay,Normal,Female,Food and beverages,28.86,5,7.22,151.51,1/22/2019,18:08:00,Credit card,144.3,4.76,7.22,8.0,2019-01-22,1,Winter,18,Evening,1,22,High,74588.04999999999
517,521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.85,206.8,1/22/2019,20:46:00,Credit card,196.95,4.76,9.85,8.7,2019-01-22,1,Winter,20,Evening,1,22,High,74794.84999999999
90,565-80-5980,C,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.48,199.0,1/23/2019,10:25:00,Cash,189.52,4.76,9.48,7.1,2019-01-23,1,Winter,10,Morning,1,23,Moderate,74993.84999999999
549,213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.82,416.18,1/23/2019,10:28:00,Cash,396.36,4.76,19.82,7.3,2019-01-23,1,Winter,10,Morning,1,23,Moderate,75410.02999999998
787,790-38-4466,C,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.75,57.7,1/23/2019,10:18:00,Credit card,54.95,4.76,2.75,9.3,2019-01-23,1,Winter,10,Morning,1,23,Very High,75467.72999999998
983,148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.99,734.71,1/23/2019,10:33:00,Cash,699.72,4.76,34.99,6.1,2019-01-23,1,Winter,10,Morning,1,23,Low,76202.43999999999
181,434-83-9547,C,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.39,323.15,1/23/2019,11:51:00,Cash,307.76,4.76,15.39,7.7,2019-01-23,1,Winter,11,Morning,1,23,High,76525.58999999998
618,828-46-6863,A,Yangon,Member,Male,Food and beverages,98.53,6,29.56,620.74,1/23/2019,11:22:00,Credit card,591.18,4.76,29.56,4.0,2019-01-23,1,Winter,11,Morning,1,23,Very low,77146.32999999999
816,477-59-2456,C,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.9,333.98,1/23/2019,11:15:00,Cash,318.08,4.76,15.9,9.2,2019-01-23,1,Winter,11,Morning,1,23,Very High,77480.30999999998
470,767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.13,527.75,1/23/2019,12:10:00,Ewallet,502.62,4.76,25.13,5.4,2019-01-23,1,Winter,12,Morning,1,23,Low,78008.05999999998
608,318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61,1,1.53,32.14,1/23/2019,12:20:00,Ewallet,30.61,4.76,1.53,5.2,2019-01-23,1,Winter,12,Morning,1,23,Very low,78040.19999999998
859,316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63,9,21.43,450.1,1/23/2019,12:35:00,Cash,428.67,4.76,21.43,5.0,2019-01-23,1,Winter,12,Morning,1,23,Very low,78490.29999999999
140,731-81-9469,C,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,1/23/2019,13:00:00,Credit card,898.0,4.76,44.9,5.4,2019-01-23,1,Winter,13,Noon,1,23,Low,79433.19999999998
421,740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.61,264.76,1/23/2019,13:29:00,Cash,252.15,4.76,12.61,9.8,2019-01-23,1,Winter,13,Noon,1,23,Very High,79697.95999999998
247,604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,4.49,94.18,1/23/2019,14:04:00,Ewallet,89.7,4.76,4.49,6.8,2019-01-23,1,Winter,14,Noon,1,23,Moderate,79792.13999999997
854,160-22-2687,A,Yangon,Member,Female,Health and beauty,95.95,5,23.99,503.74,1/23/2019,14:21:00,Ewallet,479.75,4.76,23.99,8.8,2019-01-23,1,Winter,14,Noon,1,23,Very High,80295.87999999998
600,219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.15,87.23,1/23/2019,17:16:00,Ewallet,83.08,4.76,4.15,6.4,2019-01-23,1,Winter,17,Evening,1,23,Low,80383.10999999997
981,809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,1/23/2019,17:44:00,Cash,232.6,4.76,11.63,8.4,2019-01-23,1,Winter,17,Evening,1,23,High,80627.33999999997
82,480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,1/23/2019,18:37:00,Ewallet,154.0,4.76,7.7,6.6,2019-01-23,1,Winter,18,Evening,1,23,Moderate,80789.03999999996
